year,title,authors,countries,keywords,conference,doi,url,concepts,citations,downloads,abstract
2007,Cascaded e-government: toward building a multi-purpose and multi-layer data model for local e-government in Palestine,"Ayyad, Majed",Palestine,cascaded balanced scorecards; enterprise architecture; local e-government; strategy map,Proceedings of the 1st international conference on Theory and practice of electronic governance,10.1145/1328057.1328144,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1328057.1328144,Data model;E-Government;Enterprise architecture;Balanced scorecard;Local government;Decentralization;Strategic management;Top-down and bottom-up design,0,300,"In many countries, there is tendency to implement e-Government at the Central level. However, in a country like Palestine, with unstable economical and political situation, e-Government is thought at smaller scales through many decentralized initiatives. Most likely these initiatives are not coordinated or endorsed by a Central unit. This article combines theoretical frameworks [such as Balanced Scorecard, Enterprise Architecture and Strategic Management] and empirical experiences to design a model to enable the data flow between decentralized local government units (LGUs) and central government. The Model illustrates the usefulness of adopting a top-down approach across the five layers of the Enterprise Architecture to develop a cross-agency, multipurpose and multi-layer data model using standard XML domain schemas"
2007,Empowering user and development communities involvement for collaborative e-gov networks,"Koumpis, Adamantios; Chatzidimitriou, Marios; Moumtzi, Vasiliki; Peristeras, Vassilios",Greece; Greece; Greece; Ireland,capacity building; citizen organizational initiatives; community building; government collaboration patterns research; people; policies; practices; processes; society inclusion initiatives,Proceedings of the 1st international conference on Theory and practice of electronic governance,10.1145/1328057.1328146,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1328057.1328146,E-Government;Public sector;World Wide Web;European Union;Europe,0,200,Work reported in this paper relates with work carried out in the context of two European IST Projects namely SemanticGov (www.semantic-gov.org) and OneStopGov (www.onestopgovproject.org). Both projects aim at implementing innovative Web technologies for adoption in the European public sector to advance the level and expand the volume of e-Government solutions in EU.
2007,ICT governance in Tunisia,"Ouerghi, Mohamed Saïd",Tunisia,ict for governance; tunisian 5a strategy; governance of ict,Proceedings of the 1st international conference on Theory and practice of electronic governance,10.1145/1328057.1328147,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1328057.1328147,Governance;Information and communications technology,0,253,This paper includes two important parts. The first one intends to briefly present the e-tunisia project. The second one is intended to explicate the Tunisian strategic initiatives to address the Governance of ICT and the ICT for Governance.
2007,e-governance strategies in Cape Verde and South Africa: from service delivery to e-participation,"Dandjinou, Pierre",Senegal,cape verde; south africa; e-governance; e-participation; e-services,Proceedings of the 1st international conference on Theory and practice of electronic governance,10.1145/1328057.1328148,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1328057.1328148,E-participation;Cape Verde;E-Governance;Continent;West Africa;Governance;E-Government;Economic development,0,353,"An assessment of current state of e-Governance in Africa notes that while many initiatives and projects are being implemented throughout Africa, the application of ICT for better governance is not systematic and the impacts are uneven. Thus two cases in Africa, Cape Verde, a small island of 500,000 inhabitants off the coast of Senegal in west Africa and South Africa, an emerging African country of 40 million inhabitants demonstrate that following the example of many governments around the world, Information and communication technologies have been used in the last decades to improve public service delivery and the operations of government. While these so called e-Government programs have started to yield significant benefits in terms of convenience, efficiency and service quality for citizens, businesses and public agencies alike, new trends are emerging which involve more than applying the technologies than promoting social and economic inclusiveness and furthering participation and democracy at large. This paper elaborates on key lessons learnt from Cape Verde and South Africa on the one hand, and envisages how those two countries and the African continent could still harness the new opportunities for deepening reform in public service delivery and citizen engagement on the other hand."
2007,Public-private partnerships in Mongolian electronic government,"Nyamdorj, Ganbold",Mongolia,,Proceedings of the 1st international conference on Theory and practice of electronic governance,10.1145/1328057.1328149,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1328057.1328149,Public¿private partnership;Government;Public sector;E-Government;Procurement,1,215,"This paper reviews the possibilities of using Public, Private Partnership (PPP) in electronic government (e-government) projects. It also briefly explain about how the Government of Mongolia developed PPP framework in order to enable proper environment for achieving best result in public procurement including infrastructures for e-government."
2007,e-government an ingredient to the successful implementation of the government funded secondary education in Kenya,"Kandiri, John M.; Onyango, Silas",Kenya; Kenya,ict challenges; e-government; e-government portals,Proceedings of the 1st international conference on Theory and practice of electronic governance,10.1145/1328057.1328150,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1328057.1328150,E-Government;Government;Secondary education;Governance;E-Governance;Information and communications technology,0,276,"This paper explores how the Kenyan government can exploit the immense potential of e-governance in schools so as to see successful implementation of the government funded secondary education. E-government refers to the integration of Information and communication technology (ICT) in governance. ICT plays a vital role in mitigating the challenges which government systems face. These challenges include information asymmetry and non-neutrality which result from imperfect contractual relations among the actors [4, 6]. The paper proposes ways to tackle the e-government implementation challenges for schools."
2007,"e-government in Malaysia: trends, policy, issues and initiatives","Ambali, Abdul Raufu; Hashim, Rozalli",Malaysia; Malaysia,e-government; initiatives; policy issues; trends,Proceedings of the 1st international conference on Theory and practice of electronic governance,10.1145/1328057.1328151,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1328057.1328151,E-Government;Government;Public sector;Citizenship,0,1,This paper focused on the trends and the policy issues that serve as impediments for successful application of e-government in Malaysia. It also explores various initiatives that have been taken by the government to bridge the gap through two broaden questions: does citizen disparity matter in successful application of e-government in the public sector? What kinds of policy initiatives might be needed to ensure that large segments of citizens are included in e-government implementations?
2007,Complexity estimation of egovernment applications development,"Struska, Zdeněk; Vaníček, Jiří",Czech Republic; Czech Republic,borm points; cocomo; complexity estimation; customer requirements; development of information system; e-government application; function and feature points; political cycle; use case points,Proceedings of the 1st international conference on Theory and practice of electronic governance,10.1145/1328057.1328152,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1328057.1328152,E-Government;Application software;Government;Software development;Information system;Requirement;Private sector;Politics,0,241,"The area of applications development for government purposes can be characterized as very specific. Projects are usually more complex and there are some other differences in comparison with private projects. This paper aims to highlight the differences in the area of software development complexity estimation. A supplier who develops an information system or an e-Government application for government would have to consider a number of issues that are not important for classical projects. One of them is the political cycle, when many change requirements appear in the situation of government replacement. The paper introduces a method of complexity estimation and its use for e-Government."
2007,Assessing user needs for m-government services: a case study of information mobile campus services,"Ishmatova, Diana",Japan,m-government services; user needs; user preferences,Proceedings of the 1st international conference on Theory and practice of electronic governance,10.1145/1328057.1328153,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1328057.1328153,Service (systems architecture);M-government;Key (cryptography),0,339,"In this poster, key challenges for studying user preferences are outlined and addressed as part of the proposed approach based on linking a service with its potential realizations. The approach is illustrated using a case study of information mobile campus services."
2007,Evaluating the web accessibility of websites of the central government of Nepal,"Shah, Bimal Pratap; Shakya, Subarna",Nepal; Nepal,w3c; wcag; accessibility; e-government; government of nepal; government websites; usability; web accessibility,Proceedings of the 1st international conference on Theory and practice of electronic governance,10.1145/1328057.1328154,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1328057.1328154,Web accessibility;Website;Government;Web Content Accessibility Guidelines;World Wide Web Consortium;Accessibility;World Wide Web,1,308,"The aim of this paper is to evaluate 27 central government websites of the government of Nepal using web-based analysis tool called ""Bobby"". The evaluation is based on the Web Content Accessibility guidelines (WCAG) provided by the World Wide Web Consortium (W3C). The results of the evaluation, the importance of Web accessibility and recommendations for improvement are highlighted in the paper."
2007,A case study on urban community e-government: from grid administration to grid service,"Zhang, Pengzhu; Zhu, Lin",China; China,shanghai; community; grid,Proceedings of the 1st international conference on Theory and practice of electronic governance,10.1145/1328057.1328155,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1328057.1328155,Public administration;E-Government;Urban planning;Grid computing;Citizenship;Government;Civil service,2,189,"Community E-Government has been playing an important role in urban informatization. This paper describes the grid administration system and a case of the street civil service application system in Wuliqiao Street in Luwan District -- a major district in Shanghai. Since urban government can provide to civil citizens high level services and good environment for living and working through grid E-Government platform, this study provides a model of community E-Government application utilizing design research approach and combining grid administration and service."
2007,A diagnostic framework to identify the major challenges in transition from a traditional government to e-government,"Lagzian, Mohammad",Iran,,Proceedings of the 1st international conference on Theory and practice of electronic governance,10.1145/1328057.1328156,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1328057.1328156,Government;E-Government;Tradition;Diagnosis;Bureaucracy;Conceptual framework;Developmental psychology,0,545,"To understand the influences of the factors in the E-government developmental process, a conceptual framework has been devised to explain the main dimensions of this transition. Based on the framework, E-government challenges are placed in three broad categories, rooted in phases of the E-government lifecycle which are: the challenges related to the traditional model of bureaucracy, the transformation stage, and the implementation stage of seamless government. The framework is aimed to contribute to explicit understanding of the E-government development process at a country level. The areas that will be addressed within the proposed framework will be discussed in detail."
2007,Hotspots in the high himalayas: project management case study of the information and communication technology global development alliance,"Sharma, Mona",Nepal,wi-fi; multi stakeholder approach; rural access; rural connectivity; services,Proceedings of the 1st international conference on Theory and practice of electronic governance,10.1145/1328057.1328157,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1328057.1328157,International development;Information and communications technology;Project management;Telecentre;Poverty reduction;Very-small-aperture terminal;EHealth,0,293,"Rural internet access is extremely limited in Nepal, and negligible in the remote mountainous areas that make up most of the country. Access to these areas is mostly by foot, several days from the nearest road head; infrastructure and basic services such as government, health and education-related services are negligible. Despite the government's ambitious plans and policies to improve access to ICT services to the rural population, including some e-governance services, ICT deployment and use has remained minimal outside urban centers. Unlike urban Internet Cafes, rural telecenters in Nepal are challenged by low user literacy and information use potential, and limited revenue generation possibilities. They need support to realize the larger objectives of e-governance, e-health and e-commerce. Several modes of increasing access to e-services have been tried with minimal success. Outlined below is an approach that provides internet services to rural users linked to some life-enhancing information that impacts their daily life directly. The Information and Communication Technology Global Development Alliance (ICT GDA) is a partnership between Mercantile Communications Private Limited and Winrock International-Nepal. This activity facilitates overall community mobilization by providing services through ICT telecenters to improve rural connectivity through the use of telephony, internet email and related services. The project provides connectivity through VSAT and is among the first non-commercial venture to extend connectivity through Wi-Fi networks, creating local loops in remote areas. The project has built partnerships with principle stakeholders in the field of ICT promotion in Nepal, both government and private sector. Multisectoral linkages between e-governance and other services have been established through relevant local bodies, organizations in the development sector, and communities in order to deliver fast and reliable services to achieve universal objectives pertaining to poverty alleviation, education, health and hygiene."
2008,Egypt: from e-government to e-governance the road to fast pace development,"Darwish, Ahmed M.",Egypt,e-government; enterprise resource planning; good governance; national databases; public services,Proceedings of the 2nd international conference on Theory and practice of electronic governance,10.1145/1509096.1509098,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1509096.1509098,E-Governance;E-Government;Road;Good governance;Information and communications technology;Government;Economic growth,3,347,"Good governance is a pre-requisite to attracting investment which is a main element for high growth rate that is needed to create jobs and support the social programs. E-Governance is the use of Information and Communication Technologies (ICT) to support good governance. It moves beyond the traditional trend of 'IT in government' models to access information and services interactively. It allows the interactive participation in the decision making process. Emerging information and communication technologies made a significant contribution to the achievement of good governance. In this speech, HE Dr. Ahmed Darwish will present how the Government of Egypt moved forward to achieve good governance, and the role of ICT in this approach. The speech focuses on Egypt's good governance initiative and the E-government program as a tool for achieving E-governance."
2008,e-government: state and perspectives,"Traunmüller, Roland; Leitner, Christine",Austria; Austria,e-governance; e-government,Proceedings of the 2nd international conference on Theory and practice of electronic governance,10.1145/1509096.1509099,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1509096.1509099,E-Government;State (polity);Public sector;Interoperability;Citizenship;Identity management;Competition,0,472,The state of e-Government in Europe is presented which is based on the results of the European e-Government Awards 2007 competition. It starts with an overall view on progress and the development of public services. Waves of progress can be discerned as well as diversities in pace and sophistication. Then the contribution focuses on selected challenges: joining up administrations by having interoperability and identity management; higher usage achieved by better service and knowledge enhancement; improvements in citizen participation.
2008,Good governance and the concept of electronic single window for international trade,"Apostolov, Mario",Switzerland,e-governance; international trade; single window,Proceedings of the 2nd international conference on Theory and practice of electronic governance,10.1145/1509096.1509100,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1509096.1509100,Good governance;International trade;United Nations Economic Commission for Europe;Political corruption;Transparency (behavior);E-Government;Government;United Nations,0,182,"This talk introduces the concept of single window for export-import clearance as an instrument for good governance. Through unified filing of trade data by government agencies, the single window increases transparency and helps reduce corruption, inefficiency and unfair practices in foreign trade. However, its implementation requires collaboration to harmonize national approaches to Electronic Governance. The talk presents examples of such collaborations and discusses the role of UNECE and generally UN Regional Commissions to the development of Electronic Governance around the world."
2008,Electronic governance theory,"De', Rahul",India,development; e-governance; structuration; theory; tutorial,Proceedings of the 2nd international conference on Theory and practice of electronic governance,10.1145/1509096.1509102,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1509096.1509102,E-Government;Governance;Structuration;Management information system;Sociology;Developing country;E-Governance,0,438,"For any research field to advance it has to have its own 'core' theory and a set of reference disciplines it draws on and contributes to. Thus far it is clear that E-governance research draws primarily on theory and methods developed in the Management Information Systems (MIS) discipline. MIS itself draws on fields such as Computer Science, Economics, Sociology, etc. The theory and methods that any e-governance researcher will rely on will be determined by the problems being addressed and the context in which the problems arise. This tutorial workshop presents an overview of theory used in e-governance research. It then presents an introduction to two richly developed theories in MIS namely - Structuration and Actor-Network theory. The presentations highlight the main ideas of these theories with a view to prompting their increased incorporation in e-governance research. E-governance issues for developing countries is also presented, as these constitute a growing area of research. The workshop features three papers that will form the basis for a discussion on state-of-the-art in e-governance theory."
2008,Technological integration: evidence of processes of structuring in governmental organizations,"Meneklis, Vassilis; Douligeris, Christos",Greece; Greece,e-government; model of technology; technological integration,Proceedings of the 2nd international conference on Theory and practice of electronic governance,10.1145/1509096.1509103,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1509096.1509103,Business process;Organization;Structuration;E-Government;Idea;Information system,0,188,"In this paper we study the reciprocal interaction between a specific technological construct of contemporary times, namely Information Systems (IS) for e-Government and the way human agents conceive of this construct and employ it in their daily conduct. We build our analysis around case studies concerning two European e-Government research and development projects and try to unravel the subtle threads that form this interaction. It is our position that technology affects our every-day experiences not more than it is shaped by them through recurrent processes of structuring. Finally, we draw on concepts and ideas from past attempts to conceptualize technological artifacts, from our personal experiences and from Structuration Theory to define the concept of ""technological integration""."
2008,The operationalisation of e-governance,"Shahin, Jamal; Finger, Matthias",Belgium; Switzerland,citizen and community participation in policy making; e-governance; e-government; efficiency and effectiveness; implementation; new forms of governance; policy process; web2.0,Proceedings of the 2nd international conference on Theory and practice of electronic governance,10.1145/1509096.1509104,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1509096.1509104,E-Governance;Participatory democracy;Governance;E-Government;Policy;Democracy;Information and communications technology;Government,0,434,"This paper will address changes in understanding governance processes thanks to new ICTs. Electronic governance, or the facilitation of governance through ICT and related tools, provides a unique opportunity for reassessment of the traditional methods, processes, and outputs of the public sector. This paper addresses some of these key opportunities and the challenges that accompany them. Practically and concretely, this paper intends to provide support to policy makers by addressing the challenges of developing a strategy for implementation of change towards governance structures that recognise the need to improve participatory methods in policy making whilst also assuring that exclusion - of a digital nature or otherwise - does not render the process counter-productive. It will raise questions of representativeness, meaningfulness, the role of existing institutional elements in current governmental structures, and the question of political will for moving towards a governance that makes use of ICT-based means. First, we shall address the results and implications of the electronic government debate and outline the challenges that still remain. This will include a stock-taking exercise in the domain of e-government, which builds upon exiting literature in the field, notably the UN Global E-government Readiness Reports as well as thinking towards future research agendas for e-governance, which shall enable us, in Part 3, to move on to discuss innovations in governance, through an analysis of the concept in a liberal democratic context. The fourth part of the paper will address new tools and applications and how they can encourage change in public sector governance."
2008,e-government informatics,"Ayyad, Majed",Palestine,e-government informatics; e-government patterns; multidisciplinary systems; reusable knowledge,Proceedings of the 2nd international conference on Theory and practice of electronic governance,10.1145/1509096.1509105,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1509096.1509105,E-Government;Applied science;Discipline;Fuzzy logic,0,562,"This paper tries to support the proposition that says ""All nations face the same problems while planning, designing and implementing e-Government"" and tries to exploit this discussion to investigate possible opportunities to build a framework to organize the body of knowledge needed to create the discipline of e-Government informatics. This paper shows how e-Government employs wide range of theories, techniques, methodologies, models, and frameworks to understand and construct solutions and implement them in a specific context. Then argues that e-Government as a ""multidisciplinary overarching system"" employs knowledge from applied science, pure science and engineering to adapt to the context it operates in. The paper envisages the possibility of generalizing e-Government knowledge areas based on the large magnitude of reusable knowledge, which are identified through a pattern recognition process and through knowledge mapping techniques. Patterns and knowledge maps are used to show that e-Government is not fuzzy and that its design and implementation follow a logical process, which could be abstracted and generalized across many nations. This paper gives a preliminary framework to construct the e-Government informatics discipline with an aim to qualify people to lead the initiatives of e-Government."
2008,Social electronic governance: re-visiting the redistribution question through coordinating relations between electronic governance and social goals,"Musyoka, Jason",South Africa,developing countries; e-governance; governments; social inequalities; social welfare,Proceedings of the 2nd international conference on Theory and practice of electronic governance,10.1145/1509096.1509106,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1509096.1509106,E-Government;Market system;Market economy;Keynesian economics;Bureaucracy;Civil society,1,160,"Historically, development theories have recognized the significance of technology for development. The post World War II decades were treated with arguments that utilized protechnology thinking as a kind of missing link in the then development agenda. However, the rise of neo -classical school from the 1980's onwards has altered the technology-development landscape, by introducing untraditional sets of institutional relations-in particular, reduction of the state, expansion of markets and generally curtailing the civil society. Electronic governance has ascended the world stage from within the neo-classical order. The implications being that market systems define the rules of the game as far as e-Governance operations are concerned. Inevitably, the expansive power allocated to markets by the neo-classical order has generated different forms of regulation, aimed at addressing social polarization. The need for regulation has long been advocated for, by Keynesian and other renowned theorists. By interrogating these sorts of issues, this paper established that e-Governance negotiates poorly with social goals in particular forms of regimes. In details, the study found that market economies with high levels of e-Governance registers high inequality levels, while mixed or social democracies on medium levels of e-Governance record better trends of social equality. Many developing countries fall under market economies, not by choice, but largely due to dysfunctional bureaucracies. The argument being that when bureaucracies dysfunction, market systems naturally take charge. On the above account, the study proposed that e-Governance could operate far better in social terms, if it is compartmentalized. It also suggested that e-Governance target human development initiatives at earlier rather than late stages."
2008,Semantic technologies in electronic government,"Harris, Steve; Gibbons, Jeremy; Davies, Jim; Tsui, Andrew; Crichton, Charles",United Kingdom; United Kingdom; United Kingdom; United Kingdom; United Kingdom,iso 11179; owl; rdf; sawsdl; skos; sparql; xmi; xml; application firewall; interoperability; metadata; ontology; semantic markup; semantic web,Proceedings of the 2nd international conference on Theory and practice of electronic governance,10.1145/1509096.1509108,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1509096.1509108,Semantic technology;E-Government;Semantics;Metadata;Knowledge representation and reasoning,1,477,"Joined-up government depends fundamentally on semantics --- on the computable representation of meaning, so that data is associated with appropriate metadata from the start, and this association is maintained as the data is manipulated. This paper summaries a tutorial and workshop on semantic technologies for supporting electronic government."
2008,Proposing a hybrid-intelligent framework to secure e-government web applications,"Moosa, Asaad; Alsaffar, Eanas Muhsen",United Kingdom; United Kingdom,blacklist; e-government; fuzzy logic; negative logic based filtering; neural networks; positive logic based filtering; session based filtering; web application; web application firewalls; whitelist,Proceedings of the 2nd international conference on Theory and practice of electronic governance,10.1145/1509096.1509109,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1509096.1509109,E-Government;Web application;Application firewall;Security modes;Network security;Firewall (computing);Pattern matching;Cloud computing,0,570,"One of the essential needs to implement a successful e-Government web application is security. Web application firewalls (WAF) are the most important tool to secure web applications against the increasing number of web application attacks nowadays. WAFs work in different modes depending on the web traffic filtering approach used, such as positive security mode, negative security mode, session-based mode, or mixed modes. The proposed WAF, which is called (HiWAF), is a web application firewall that works in three modes: positive, negative and session based security modes. The new approach that distinguishes this WAF among other WAFs is that it utilizes the concepts of Artificial Intelligence (AI) instead of regular expressions or other traditional pattern matching techniques as its filtering engine. Both artificial neural networks and fuzzy logic concepts will be used to implement a hybrid intelligent web application firewall that works in three security modes."
2008,Goal-oriented service selection,"Salhofer, Peter; Tretter, Gerald; Stadlhofer, Bernd; Joanneum, FH",Austria; Austria; Austria; Austria,wsml; wsmo-pa; e-government; semantic web,Proceedings of the 2nd international conference on Theory and practice of electronic governance,10.1145/1509096.1509110,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1509096.1509110,E-Government;Semantic technology;Web service;Software agent;Service discovery;Business process;Citizenship,0,217,"Semantic technologies are going to be applied to almost all aspects of e-Government. Most of the approaches described so far deal with automatic web service discovery used by software agents. This paper focuses on the use of semantic technologies to support citizens when interacting with e-Government sites. Our experience has shown, that sometimes identifying the appropriate service that is needed to accomplish a tasks can require some in-depth knowledge of existing regulations. To overcome this potential barrier we suggest a relatively simple approach based on the use of ontologies to support citizens to select the correct administrative service. Our approach assists a citizen in formally expressing a goal that can in turn be used for service discovery. This is done by introducing some guidelines and constraints on the model; while this process can be simplified the complexity can be hidden from the user."
2008,Metadata standards for semantic interoperability in electronic government,"Davies, Jim; Harris, Steve; Crichton, Charles; Shukla, Aadya; Gibbons, Jeremy",United Kingdom; United Kingdom; United Kingdom; United Kingdom; United Kingdom,e-government; interoperability; metadata; ontology; semantic interoperability; semantic markup; semantic web; standards,Proceedings of the 2nd international conference on Theory and practice of electronic governance,10.1145/1509096.1509111,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1509096.1509111,Metadata standards;Semantic interoperability;E-Government;Government;E-GIF;World Wide Web Consortium;Metadata;Data sharing,3,414,"Effective data sharing, across government agencies and other organisations, relies upon agreed meanings and representations. A key, technological challenge in electronic governance is to ensure that the meaning of data items is accurately recorded, and accessible in an economical---effectively, automatic---fashion. In response, a variety of data and metadata standards have been put forward: from government departments, from industry groups, and from organisations such as the ISO and W3C. This paper shows how the leading standard for metadata registration---ISO 11179---can be deployed without the need for a single, monolithic conceptualisation of the domain, and hence without the need for universal agreement upon a particular model of electronic governance. The advantages of this approach are discussed with regard to the UK eGovernment Interoperability Framework (eGIF) and the UK Integrated Public Sector Vocabulary (IPSV)."
2008,Trans-European access to national case law: the Caselex project,"Faro, Sebastiano; Nannucci, Roberta",Italy; Italy,european case law; public-private partnership; semantic retrieval tools; transnational access to legal information,Proceedings of the 2nd international conference on Theory and practice of electronic governance,10.1145/1509096.1509112,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1509096.1509112,Precedent;Caselex;Law;European Commission;Citizenship;International;Semantics;Information system,0,98,"Starting from the description of the reasons why the transnational access to case law is important especially in the context of European legal systems, some major information systems providing access to this type of data are presented. Then, Caselex (Case Law Exchange), a project financed by the EU Commission aiming at deploying a service equipped with a variety of semantic tools facilitating the transnational and multilingual access to national case law, is highlighted. It has been developed by a strong public-private partnership and has as major targets legal professional categories as well as citizens."
2008,A holistic framework for understanding government information access initiatives,"Dawes, Sharon S.; Pardo, Theresa A.; Jiang, Yuanfu",United States; United States; China,cross-boundary information sharing; e-governance; government; knowledge sharing; management; transformation,Proceedings of the 2nd international conference on Theory and practice of electronic governance,10.1145/1509096.1509114,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1509096.1509114,,0,202,"The quality, credibility, and legitimacy of government depends in part on transparency and access to government information. The character, quality, management, and use of information are crucial concerns for effective government. Many different kinds of organizations provide access to government information---libraries, government archives, and public agencies at all levels of government. This paper outlines the challenges facing government information access initiatives and introduces a framework for supporting the development of a holistic view of the specifics of users, uses, organizational capacity, data characteristics, and technology in the context of a complete program, system or process in which these components interact."
2008,Sharing information for product quality and food safety in China: barriers and enablers,"Zheng, Lei; Jiang, Yuanfu; Yang, Tung-Mou; Pardo, Theresa A.",United States; China; United States; United States,china; barriers; enablers; information sharing; product quality,Proceedings of the 2nd international conference on Theory and practice of electronic governance,10.1145/1509096.1509115,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1509096.1509115,Food safety;Economy;Politics,1,318,"This paper examines the technological, managerial, and political barriers as well as enablers for the success of an information sharing initiative in China. A case in the product quality and food safety policy domain is studied. Furthermore, it compares the results of the case study in China with prior research conducted mainly in the western countries to identify similarities and differences, and discusses the impact of political, economic, social and cultural factors on those similarities and differences."
2008,Checking assignments of controls to risks for internal control,"Arimoto, Yasuhito; Kudoh, Michiharu; Watanabe, Yuji; Futatsugi, Kokichi",Japan; Japan; Japan; Japan,domain description; formal analysis; internal control,Proceedings of the 2nd international conference on Theory and practice of electronic governance,10.1145/1509096.1509116,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1509096.1509116,Internal control;Risk;Financial statement;Decision making;Corporation;E-Government;Society,0,240,"It has become a more important role in society to manage Internal Control in industry while improper activities by well-known corporations are revealed one after another. Financial Instruments and Exchange Law is promulgated on June 14th, 2006, to impose documentation of financial reporting on Japanese listed companies. To document financial reporting, each company has to evaluate control activities in administrative work-flows. Evaluation is to check if control activities in administrative workflows prevent or mitigate latent risks properly. The decision-making criteria for evaluation depend on the evaluator and are not seen explicitly. This causes lack of consistency of evaluation. To avoid inconsistency, the decision-making criteria for the evaluation should be specified precisely. In this paper, we propose a decision-making criterion for evaluation and show how evaluation can be done with it. Evaluation with precisely defined decision-making criteria raises reliability of financial reporting. This research is helpful to construct an e-Government system for evaluations of business processes for Internal Control."
2008,The quality framework of e-government development,"Chutimaskul, W.; Funilkul, S.; Chongsuphajaisiddhi, V.",Thailand; Thailand; Thailand,e-government; e-government development; e-government quality; quality framework,Proceedings of the 2nd international conference on Theory and practice of electronic governance,10.1145/1509096.1509117,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1509096.1509117,E-Government;Software framework;Public sector;Government;Citizenship;Information and communications technology,0,868,"e-Government is employed as a tool for supporting better government administration and public services. The success of e-Government is depending on its quality and usage. The higher e-Government quality, then better administration and services are provided. However, many e-Governments are developed without fully supporting the real government needs and sufficient quality. This paper pointes out three well-known quality aspects, i.e. process quality, information quality and service quality that can be embedded into e-Government. The imperial work on proving e-Government quality is addressed. In addition, the sustainable e-Government development containing four main components, i.e. stakeholder, development methodology, information and communication technology, and environment, is discussed. Integrating the above concepts, the quality framework of e-Government development to guarantee governmental and citizens' usage and satisfaction is established."
2008,Interoperability in e-tendering: the case of the virtual company dossier,"Mondorf, Ansgar; Wimmer, Maria",Germany; Germany,certificates; e-tendering; electronic documents; high impact services; interoperability; public e-procurement,Proceedings of the 2nd international conference on Theory and practice of electronic governance,10.1145/1509096.1509118,http://dl.acm.org/citation.cfm?preflayout=flat&doid=1509096.1509118,Interoperability;Directive (European Union);European Commission;E-procurement;Procurement;Knowledge economy;Public sector,0,311,"The effective use of ICT to enable interoperability in public procurement is an area of great significance for achieving the Lisbon objectives, i.e. to become the most competitive and dynamic knowledge-based economy in the world. However, the current European public e-Procurement infrastructure is inappropriate because it is characterized through a high market fragmentation and a lack of interoperability. To facilitate EU-wide interoperability in public e-Procurement the European Commission co-funds the PEPPOL (Pan-European Public Procurement On-Line) project within the Competitive Innovation Programme (CIP) Framework. PEPPOL aims at setting up pan-European pilot solutions that conjointly exist with national infrastructures. The project consists of several building blocks for e-Procurement that cover the entire e-Procurement process from pre-awarding to post-awarding. One of the key building blocks for the pre-awarding phase is the Virtual Company Dossier (VCD), an electronic cross-border document container that carries certificates and attestations required for the qualitative selection of tenderers. In this paper, we introduce findings from existing studies for designing a VCD, such as a feasibility study on Electronic Business Attestation and VCD related European legislations (e.g. Directive 2004/17/EC & Directive 2004/18/EC). Moreover we sketch the approach taken in the PEPPOL project to design pilots in two Member States."
